Command,Motor,Time start,Duration,Start pos,Start cp X,Start cp Y,End pos,End cp X,End cp Y
Animation Name:,repeat_random_individual_10s,Controller name:,acrobot_act,Duration:,10000,Created at,03/12/2024 23:25:25,,
Start positions,ArmL ArmR legL legR,453.603515625,453.603515625,64.82666015625,64.82666015625,0.0,0.0,0.0,0.0
sC,m_arm_l,0,2000,453.603515625,500,0.0,453.603515625,-500,0.0
sC,m_arm_r,0,1000,453.603515625,250,0.0,418.623046875,-250,0.0
sC,m_leg_l,0,1000,64.82666015625,250,0.0,64.82666015625,-250,0.0
sC,m_leg_r,0,3000,64.82666015625,750,0.0,64.82666015625,-750,0.0
sC,m_arm_r,1000,3000,418.623046875,750,0.0,418.623046875,-750,0.0
sC,m_leg_l,1000,1000,64.82666015625,250,0.0,143.0859375,-250,0.0
sC,m_leg_l,2000,3000,143.0859375,750,0.0,143.0859375,-750,0.0
sC,m_arm_l,2000,1000,453.603515625,250,0.0,239.150390625,-250,0.0
sC,m_leg_r,3000,1000,64.82666015625,250,0.0,232.25830078125,-250,0.0
sC,m_arm_l,3000,3000,239.150390625,750,0.0,239.150390625,-750,0.0
sC,m_arm_r,4000,1000,418.623046875,250,0.0,177.1875,-250,0.0
sC,m_leg_r,4000,3000,232.25830078125,750,0.0,232.25830078125,-750,0.0
sC,m_arm_r,5000,3000,177.1875,750,0.0,177.1875,-750,0.0
sC,m_leg_l,5000,1000,143.0859375,250,0.0,180.0,-250,0.0
sC,m_leg_l,6000,3000,180.0,750,0.0,180.0,-750,0.0
sC,m_arm_l,6000,1000,239.150390625,250,0.0,453.603515625,-250,0.0
sC,m_leg_r,7000,1000,232.25830078125,250,0.0,64.82666015625,-250,0.0
sC,m_arm_r,8000,1000,177.1875,250,0.0,453.603515625,-250,0.0
sC,m_leg_l,9000,1000,180.0,250,0.0,64.82666015625,-250,0.0
